종목코드,기업,현재가,주식수(M),TTM매출($M),시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),EPS(FY2),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,fwd기준,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
TDY,Teledyne Technologies,636.11,46.36,6370.0,29490.0,9.15,8.08,8.84,,0.19,29.46,3.16,,FY 2026,FY 2025,6560.0,1290.0,979.96,1146.0168838722861,24.72,26.73,22.86046511627907,25.73260517799353,3.579171447484556,2.296140154344039,4.061801178882303,2.509984176040803,,3.164726368159203,8.131067961165051,eps,19.664634146341463,18.954248366013072,7.189542483660127,11.206896551724132,757.25,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Teledyne Technologies Inc,1,글로벌우주테크&방산,2.55,2.296140154344039,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-24
ROK,Rockwell Automation,437.1,111.05,8970.0,48540.0,30.63,21.36,12.03,1.26,1.03,30.21,2.09,,FY 2026,FY 2025,9050.0,1920.0,1440.0,1466.971859986273,13.21,14.83,25.28125,33.0885692657078,3.8867417982535675,0.9397153671461015,4.721141816243001,1.7718848413707091,,2.698148148148149,12.263436790310367,eps,21.215469613259668,17.026378896882495,8.513189448441238,35.2112676056338,477.79,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Rockwell Automation Inc,1,글로벌휴머노이드로봇,2.38,0.9397153671461015,탈락,"PEG매출>1,fPER>30",,2026-08-24
GPCR,Structure Therapeutics,49.09,71.31,,3500.0,-20.21,-15.65,-4.03,,0.0,,,,FY 2026,FY 2025,38.46,-445.89,-308.52,,-1.55,-2.11,,,,,,,,,,,-1159.3603744149766,,,,104.77,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Structure Therapeutics Inc,1,글로벌바이오,2.37,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
CW,Curtiss-Wright,634.99,36.93,3650.0,23450.0,19.75,16.5,8.79,0.16,0.41,39.43,2.72,,FY 2026,FY 2025,3800.0,729.07,576.7,564.6553489031323,15.29,17.13,32.164264062435706,41.5297580117724,4.845138434706786,4.847713140140025,4.965022991067339,3.011890535841042,,3.4510326086956504,12.03400915631132,eps,19.18605263157895,19.186857142857143,8.571428571428562,8.566876135449885,806.5,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Curtiss-Wright Corp,1,글로벌우주테크&방산,2.34,4.847713140140025,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
BAX,Baxter International,26.34,517.0,11470.0,13620.0,-14.37,6.8,5.39,0.15,1.56,12.5,,,FY 2026,FY 2025,11620.0,1580.0,372.0,1060.02277904328,2.05,2.04,8.620253164556962,12.848780487804879,3.8005340179717524,,4.7221007183109815,,,,-0.4878048780487698,eps,13.59724612736661,9.252669039145907,3.380782918149472,51.92307692307692,28.73,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Baxter International Inc,1,글로벌바이오,2.31,,탈락,"PEG매출>1,FY2역성장,ROE<10",기저효과(fwd),2026-08-24
AXON,Axon Enterprise,626.01,81.24,3220.0,51000.0,6.22,1.18,11.68,,0.5,69.86,2.37,-17.5,FY 2026,FY 2025,3710.0,186.44,291.87,628.1209565342407,7.71,10.56,273.5464492598155,81.19455252918287,2.427105978829338,,2.5970691167443416,3.3605040649020554,,2.196526315789473,36.964980544747085,eps,5.025336927223719,-1.066546762589928,33.453237410071935,,693.4,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Axon Enterprise Inc,1,글로벌우주테크&방산,2.21,2.196526315789473,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-24
ICLR,ICLR,172.23,77.15,8290.0,13290.0,0.29,0.67,8.95,,0.38,15.49,2.42,-4.45,FY 2026,FY 2025,8119.999999999999,1160.0,453.54,817.1694826685247,10.59,11.88,11.456896551724139,16.26345609065156,,0.09476882643665703,15.86602178127817,,,1.3351162790697673,12.181303116147312,eps,14.285714285714288,5.176727272727272,-1.575757575757586,171.61187599512974,185.56,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,ICON PLC,1,글로벌바이오,2.17,1.3351162790697673,탈락,"PEG매출>1,PEG영익>1,ROE<10",기저효과(fwd),2026-08-24
SE,Sea Limited,116.5,612.48,27720.0,71990.0,14.73,21.65,11.89,,0.32,27.54,1.48,-34.25,FY 2026,FY 2025,31030.0,2600.0,1850.0,2317.274678111588,3.75,5.14,27.68846153846154,31.066666666666666,0.8809262463947262,1.013486338797814,1.0880580211680209,1.1364656513936233,,0.8381294964028781,37.06666666666665,eps,8.37898807605543,8.674803836094158,35.26591107236268,30.6532663316583,155.29,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Sea Ltd,1,글로벌소비트렌드,2.14,1.013486338797814,탈락,"PEG영익>1,이익률<10,fPER>30",,2026-08-24
ILMN,Illumina,219.4,151.0,4490.0,33130.0,32.34,17.35,11.65,,0.89,38.46,3.56,,FY 2026,FY 2025,4620.0,1090.0,760.34,809.3746581586145,5.36,6.1,30.394495412844037,40.93283582089552,6.344589552238811,,6.431633275812894,3.337520224924214,,2.964864864864869,13.80597014925371,eps,23.593073593073594,20.023041474654377,6.451612903225801,25.43153049482163,198.89,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Illumina Inc,1,글로벌바이오,2.09,2.964864864864869,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(fwd),2026-08-24
CVX,Chevron,205.27,1960.0,209380.0,402660.0,12.23,8.22,6.57,3.47,0.19,13.26,0.99,,FY 2026,FY 2025,226010.0,45610.0,30230.0,31170.007307448726,15.89,13.23,8.82832712124534,12.918187539332914,0.5767271105265528,0.08139658553196544,1.9815731877626213,0.3721205290538055,,,-16.74008810572687,eps,20.180522985708595,9.547793122122936,22.39913349580287,158.70674985819625,217.88,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Chevron Corp,1,미국S&P500,2.08,,탈락,FY2역성장,기저효과(fwd),2026-08-24
ROIV,Roivant Sciences,36.3,722.32,7.53,26220.0,-8.52,-118.82,10.4,,0.02,,,,FY 2027,FY 2026,48.09,-1390.0,-975.08,,-1.58,-1.72,,,,,,,,,,,-2890.413807444375,-15496.36803874092,482.20338983050857,,41.82,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Roivant Sciences Ltd,1,글로벌바이오,2.08,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
IBM,IBM,235.59,942.13,69100.0,222040.0,34.46,13.96,6.81,2.87,1.89,18.42,2.73,-2.83,FY 2026,FY 2025,70380.0,14970.0,9870.0,11611.413048092023,12.32,13.16,14.832331329325317,19.122564935064936,4.547669139839045,1.0269224233213594,4.657428106051992,2.91589602234017,,2.8046428571428597,6.818181818181812,eps,21.270247229326515,18.68522357121706,4.204915605567061,18.621236133122032,244.91,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,International Business Machines Corp,1,글로벌AI인공지능,2.02,1.0269224233213594,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
IONS,Ionis Pharmaceuticals,59.75,166.18,874.09,9930.0,-105.5,-72.03,5.87,,4.98,,,,FY 2026,FY 2025,913.4,-590.45,-602.43,,-2.59,-1.05,,,,,,,,,,,-64.6430917451281,-40.444628116688385,-3.2117917580612776,,88.0,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Ionis Pharmaceuticals Inc,1,글로벌바이오,1.95,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
CRM,Salesforce,209.17,819.0,42830.0,171310.0,16.91,11.07,8.7,0.84,1.24,15.01,0.93,-15.13,FY 2027,FY 2026,46110.0,15840.0,7100.0,11580.644451881246,14.14,15.52,10.815025252525253,14.792786421499292,1.3413633626307104,0.19068158219620476,1.4355496312340552,1.3047004161188418,,1.5157246376811606,9.759547383309751,eps,34.35263500325309,21.4784493137491,11.028172405490011,77.57847533632287,243.98,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Salesforce Inc,1,글로벌AI인공지능,1.9,0.19068158219620476,탈락,PEG매출>1,,2026-08-24
BMY,BMY,67.1,2040.0,49190.0,136880.0,46.6,21.68,4.87,3.76,2.02,10.43,,,FY 2026,FY 2025,49850.0,17720.0,11180.0,14177.585692995532,6.95,6.56,7.724604966139955,9.654676258992804,2.802764150125685,,,2.943897453413061,,,-5.611510791366914,eps,35.54663991975928,31.209794563187383,3.4446980701390295,17.819148936170205,66.21,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Bristol-Myers Squibb Co,1,글로벌바이오,1.88,,탈락,"PEG매출>1,FY2역성장",기저효과(fwd),2026-08-24
UNH,UnitedHealth Group Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: forecast 표 없음,미분류,Stock Lists Top Stocks Corporate Actions,UnitedHealth Group Inc,1,미국S&P500,1.86,,보류,컨센서스 없음,,2026-08-24
BKNG,Booking Holdings,209.62,751.38,28240.0,157500.0,,92.45,9.42,0.8,,18.82,1.13,-7.08,FY 2026,FY 2025,29260.0,10370.0,8090.0,7851.707852304169,10.45,12.38,15.188042430086789,20.05933014354067,2.3076802028381,2.1632163984341024,2.2177533829839247,1.2149865311147403,,1.0861139896373042,18.468899521531124,eps,35.440874914559124,35.25260029717682,8.692421991084686,9.272918861959955,237.81,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Booking Holdings Inc,1,글로벌소비트렌드,1.79,2.1632163984341024,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-24
ATI,ATI Inc.,207.01,136.17,4720.0,28190.0,25.36,18.44,9.38,,1.1,37.71,1.17,,FY 2026,FY 2025,5150.0,988.65,666.13,698.5879909183132,5.13,6.22,28.51362969706165,40.35282651072124,3.307490601503757,0.8030291802224279,3.753384487387228,1.0466259813259153,,1.899174311926605,21.247563352826514,eps,19.197087378640777,14.335511982570806,12.200435729847502,50.25075987841945,248.44,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,ATI Inc,1,글로벌우주테크&방산,1.74,0.8030291802224279,탈락,"PEG매출>1,fPER>30",,2026-08-24
SAP,SAP SE,217.31,1150.0,43630.0,253480.0,18.32,18.2,8.19,0.98,0.22,24.38,,-19.76,FY 2026,FY 2025,45983.43807279392,13378.038753600418,9345.205551191411,8316.747503566334,7.13,8.37,18.947470901277004,30.47826086956522,3.2510144927536233,2.4618874283788337,2.883692208103047,1.8293330663192222,,1.7525000000000013,17.391304347826075,eps,29.093167701863354,28.315217391304348,9.375,12.380038387715931,242.92,EUR,0.875,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,SAP SE,1,글로벌AI인공지능,1.72,2.4618874283788337,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
SNY,Sanofi,45.6,1200.0,55890.0,110410.0,5.71,9.12,5.03,3.85,0.34,9.0,,-9.26,FY 2026,FY 2025,54370.50490596893,15137.827064595258,9071.271463614064,20798.72587719298,8.59,9.07,7.293649182862564,5.308498253783469,2.8507245795030096,0.14229724485836245,1.2722967563863175,0.6959793858587875,,0.9500000000000006,5.587892898719438,eps,27.841983610002103,20.65496575342466,1.862157534246589,37.30569948186528,53.72,EUR,0.875,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Sanofi SA,1,글로벌바이오,1.72,0.14229724485836245,탈락,"PEG매출>1,ROE<10",비지배괴리,2026-08-24
NOW,ServiceNow,128.48,1030.0,14730.0,132830.0,14.24,10.28,8.85,,0.68,28.36,1.16,-27.84,FY 2026,FY 2025,16219.999999999998,5110.0,1640.0,4207.799657534248,4.07,5.01,25.99412915851272,31.56756756756756,1.4259091744806038,0.20300686538628654,1.54527458009663,1.6211964571092976,,1.3668085106382988,23.095823095823075,eps,31.50431565967941,15.060240963855422,22.138554216867455,155.50000000000003,142.23,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,ServiceNow Inc,1,글로벌AI인공지능,1.71,1.3668085106382988,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과(fwd),2026-08-24
ALNY,Alnylam Pharmaceuticals,236.0,133.81,4800.0,31610.0,96.55,96.6,5.93,,2.21,28.8,,-48.46,FY 2026,FY 2025,5490.0,1210.0,914.91,1194.750847457627,8.92,12.59,26.123966942148762,26.457399103139014,0.5514435431047514,,0.7195257269121211,0.46070838201071584,,0.6430517711171663,41.143497757847534,eps,22.040072859744992,13.519676549865228,47.97843665768193,141.23768890306633,370.2,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Alnylam Pharmaceuticals Inc,1,글로벌바이오,1.7,0.6430517711171663,통과,,기저효과(fwd),2026-08-24
ABNB,Airbnb,187.0,589.59,13160.0,110430.0,34.54,16.81,10.3,,0.32,33.66,1.77,,FY 2026,FY 2025,14150.0,3160.0,3170.0,3118.023529411765,5.28,6.14,34.94620253164557,35.416666666666664,2.2696335078534045,1.4509408602150538,2.636021509344048,1.5113943710561772,,2.174418604651163,16.287878787878785,eps,22.3321554770318,20.751633986928105,15.604575163398682,24.409448818897637,175.24,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Airbnb Inc,1,글로벌소비트렌드,1.69,1.4509408602150538,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
TGT,Target,165.44,454.29,107710.0,75160.0,26.41,13.27,8.01,2.81,1.07,17.81,3.04,,FY 2027,FY 2026,109970.0,6360.0,4580.0,4588.467117988394,10.1,9.5,11.817610062893081,16.38019801980198,3.306969457639401,0.5698463254776183,3.9854102714932136,1.3622104709283036,,,-5.940594059405935,eps,5.783395471492225,4.714640198511166,4.95323535025769,28.744939271255056,161.62,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Target Corp,1,글로벌소비트렌드,1.68,0.5698463254776183,탈락,"PEG매출>1,이익률<10,전년이익률<5",,2026-08-24
NEE,NextEra Energy Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: forecast 표 없음,미분류,Stock Lists Top Stocks Corporate Actions,NextEra Energy Inc,1,미국S&P500,1.6,,보류,컨센서스 없음,,2026-08-24
SPOT,Spotify Technology,533.71,205.58,20690.0,109720.0,44.48,124.53,12.91,,0.06,33.38,1.27,-24.16,FY 2026,FY 2025,22323.721700717837,3267.443401435671,2924.704583103258,2526.5758558018397,12.29,15.47,33.5797706401863,43.42636289666396,3.176592247632567,1.4475454298887984,3.119012278298475,2.0365796784126875,,1.6783333333333332,25.87469487388121,eps,14.636642784032752,12.798138452588715,13.670738801628858,30.000000000000004,610.06,EUR,0.875,,미분류,Stock Lists Top Stocks Corporate Actions,Spotify Technology SA,1,글로벌소비트렌드,1.55,1.4475454298887984,탈락,"PEG매출>1,PEG영익>1,fPER>30",비지배괴리,2026-08-24
VTRS,Viatris,16.3,1150.0,14740.0,18750.0,-2.75,5.89,6.48,2.94,0.96,6.42,1.75,,FY 2026,FY 2025,14780.0,4050.0,-27.26,2875.766871165644,2.5,2.67,4.62962962962963,6.5200000000000005,1.9424166666666631,,2.586605202226803,0.9891848985054935,,0.958823529411764,6.800000000000006,eps,27.40189445196211,8.6013986013986,3.356643356643363,229.2682926829268,18.5,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Viatris Inc,1,글로벌바이오,1.41,0.958823529411764,탈락,"PEG매출>1,ROE<10",기저효과(fwd),2026-08-24
TTWO,TTWO,239.62,186.98,6690.0,44800.0,-9.04,-2.03,9.29,,0.82,29.66,1.08,,FY 2027,FY 2026,8520.0,1570.0,258.3,1284.4336866705619,6.87,10.3,28.53503184713376,34.87918486171761,1.2488998450485982,,1.975053872766628,0.5962349885451144,,0.6986005830903789,49.92721979621544,eps,18.427230046948356,-1.1936936936936937,27.927927927927932,,286.89,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Take-Two Interactive Software Inc,1,글로벌소비트렌드,1.4,0.6986005830903789,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-24
GSK,GSK,51.78,4010.0,44050.0,104780.0,33.38,26.38,5.37,3.41,1.06,10.27,,,FY 2026,FY 2025,45031.83734939759,13666.114457831325,7217.831325301205,3601.9389725762844,1.78,1.92,7.667139063068226,29.089887640449437,7.483201804830569,3.234111037673494,6.765152088260558,5.1449112282744975,,3.6985714285714297,7.86516853932584,eps,30.347672362993517,28.92561983471074,3.8873584328129818,8.994708994709,58.08,GBP,0.754,,미분류,Stock Lists Top Stocks Corporate Actions,GSK PLC,1,글로벌바이오,1.39,3.234111037673494,탈락,"PEG매출>1,PEG영익>1",비지배괴리,2026-08-24
HON,Honeywell International,215.9,316.94,38060.0,68430.0,46.58,13.48,7.28,1.3,1.85,23.42,1.53,,FY 2026,FY 2025,20160.0,3830.0,2000.0,2633.8735525706347,8.31,9.99,17.866840731070496,25.980746089049337,,,,,,1.2851190476190475,20.216606498194945,eps,18.998015873015873,18.91025641025641,-46.15384615384615,-45.90395480225988,263.85,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Honeywell International Inc,1,글로벌우주테크&방산,1.39,,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
ROP,Roper Technologies,411.83,98.9,8280.0,40730.0,13.07,6.66,7.13,0.88,0.61,17.51,2.42,-23.82,FY 2026,FY 2025,8570.0,2420.0,2530.0,2197.5587014059197,22.22,24.29,16.830578512396695,18.534203420342035,2.185376224189583,2.3064786478647883,2.550265447838456,1.816303164150666,,1.9895169082125619,9.31593159315931,eps,28.23803967327888,28.354430379746837,8.481012658227849,8.03571428571428,445.2,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Roper Technologies Inc,1,글로벌AI인공지능,1.38,2.3064786478647883,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
CMCSA,Comcast,26.84,3550.0,124900.0,95280.0,11.49,8.15,5.83,4.92,1.0,7.64,,-19.35,FY 2026,FY 2025,120640.0,17990.0,10720.0,12495.737704918032,3.52,3.62,5.29627570872707,7.625,,,,,,2.6840000000000077,2.840909090909083,eps,14.912135278514588,16.708431008002584,-2.481610217444019,-12.965650701499754,30.08,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Comcast Corp,1,글로벌소비트렌드,1.37,,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
LYV,Live Nation Entertainment,181.82,232.96,26270.0,42360.0,17.68,13.87,8.57,,6.2,138.18,,,FY 2026,FY 2025,28120.0,1050.0,-79.49,306.5566652192792,-0.44,1.89,40.34285714285714,138.18,11.92512328767123,,13.319141249430405,,,,,,3.733997155049787,5.238095238095238,11.58730158730159,-20.45454545454546,201.96,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Live Nation Entertainment Inc,1,글로벌소비트렌드,1.32,,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30",,2026-08-24
FWONK,Formula One Group,104.96,250.01,4040.0,26240.0,2.73,2.59,7.3,,0.6,44.35,,,FY 2025,FY 2024,4440.0,556.88,565.26,542.5,2.17,1.58,47.11966671455251,48.36866359447004,2.234754710377412,,3.4068154662178283,0.3846097615441207,,,-27.188940092165893,eps,12.54234234234234,10.73972602739726,21.643835616438366,42.061224489795926,120.38,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Liberty Media Corp-Liberty Formula One,1,글로벌소비트렌드,1.28,,탈락,"PEG매출>1,FY2역성장,ROE<10,fPER>30",기저효과(fwd),2026-08-24
KTOS,KTOS,56.5,187.72,1520.0,10730.0,1.15,0.82,10.2,,0.06,61.74,,-11.05,FY 2026,FY 2025,1790.0,19.6,37.08,155.72743362831858,0.82,1.12,547.4489795918367,68.90243902439025,2.114052106430155,,2.4402428925371287,1.61359439723979,,1.883333333333333,36.585365853658544,eps,1.094972067039106,2.051851851851852,32.592592592592595,-29.241877256317682,105.62,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Kratos Defense & Security Solutions Inc,1,글로벌우주테크&방산,1.25,1.883333333333333,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-24
WBD,Warner Bros. Discovery,28.56,2510.0,36120.0,71680.0,-8.79,4.33,10.6,,0.94,154.83,9.16,,FY 2026,FY 2025,36220.0,-1300.0,-2720.0,462.9593747981657,-1.08,0.05,,154.83,,,1050.8024891769314,,,,,,-3.5891772501380452,4.504021447721179,-2.895442359249334,,29.7,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Warner Bros Discovery Inc,1,글로벌소비트렌드,1.21,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
AVAV,AeroVironment,160.25,50.42,1980.0,8080.0,-10.03,-1.55,10.94,,0.19,49.43,1.8,-31.01,FY 2027,FY 2026,2190.0,4.82,18.53,163.3647425897036,3.24,4.4,1676.3485477178422,49.45987654320987,4.663359788359792,,3.793274777399676,3.2336236158194316,,1.381465517241379,35.802469135802475,eps,0.22009132420091324,-3.5555555555555554,10.606060606060597,,225.77,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,AeroVironment Inc,1,글로벌우주테크&방산,1.2,1.381465517241379,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-24
V,Visa,370.15,1840.0,44490.0,681080.0,61.19,54.82,8.23,0.72,0.68,25.66,1.9,,FY 2026,FY 2025,45760.0,30850.0,23920.0,24324.9428610023,13.22,14.98,22.077147487844407,27.999243570347954,1.944391914607498,1.8580686141609608,2.209520469500114,1.9605880573746055,,2.1031250000000004,13.313161875945534,eps,67.41695804195804,67.025,14.399999999999991,15.069004102946671,416.2,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Visa Inc,1,미국S&P500,1.2,1.8580686141609608,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
HII,HII,298.2,39.4,13190.0,11750.0,12.97,8.25,4.98,1.85,0.55,15.25,1.06,,FY 2026,FY 2025,13330.0,758.16,734.66,730.533199195171,18.54,20.84,15.498047905455314,16.084142394822006,2.3615305539691573,,2.4393846030046755,0.9827224873126172,,1.2965217391304336,12.405609492988145,eps,5.687621905476369,6.41826923076923,6.810897435897445,-5.348314606741578,368.08,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Huntington Ingalls Industries Inc,1,글로벌우주테크&방산,1.17,,탈락,"PEG매출>1,PEG영익>1,이익률<10",,2026-08-24
NEM,Newmont,131.69,1050.0,25770.0,138270.0,25.91,27.93,6.8,0.79,0.16,13.04,0.87,,FY 2026,FY 2025,26700.0,14740.0,10340.0,9880.178449388717,9.41,10.58,9.380597014925373,13.994686503719446,0.7872445236707688,0.4130871270937027,1.066483807655766,0.5851192516291058,,1.1255555555555545,12.433581296493102,eps,55.2059925093633,48.566387295985884,17.776797529775035,33.87829246139873,132.44,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Newmont Corp,1,미국S&P500,1.15,0.4130871270937027,통과,,,2026-08-24
KR,The Kroger Co.,57.9,613.0,148650.0,35490.0,13.78,14.44,5.05,2.69,3.73,11.01,1.55,-19.39,FY 2027,FY 2026,151130.0,4890.0,3150.0,3199.6165803108806,5.22,5.54,7.257668711656442,11.091954022988507,4.69230971906598,3.2790589080459833,5.380474732240342,1.612919874750987,,1.809374999999998,6.130268199233724,eps,3.2356249586448755,3.203738824166892,2.3638580330533676,3.3826638477801207,70.5,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Kroger Co/The,1,글로벌소비트렌드,1.1,3.2790589080459833,탈락,"PEG매출>1,PEG영익>1,이익률<10,전년이익률<5",,2026-08-24
ACN,Accenture,185.28,611.94,73100.0,113380.0,24.41,27.09,9.62,3.52,0.25,12.92,2.03,-27.36,FY 2026,FY 2025,73590.0,11520.0,8350.0,8487.589594127807,13.87,14.67,9.84201388888889,13.358327325162222,2.37417006312258,2.163251514597162,2.755021864674653,2.0500079716613167,,2.3160000000000003,5.767844268204758,eps,15.654300856094578,15.573417539830631,5.6265250466484895,6.175115207373283,179.11,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Accenture PLC,1,글로벌AI인공지능,1.07,2.163251514597162,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
FTAI,FTAI Aviation,209.72,102.71,3110.0,21540.0,174.46,18.37,11.95,0.95,8.65,23.44,0.64,,FY 2026,FY 2025,3910.0,847.78,598.75,584.4106427617776,5.69,12.01,25.407534973696006,36.85764499121265,0.6608049209138841,3.6420992362193405,0.6639856582942171,0.6123055192179564,,0.3318354430379747,111.07205623901581,eps,21.682352941176468,30.67211155378486,55.77689243027888,10.119890371101615,368.1,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,FTAI Aviation Ltd,1,글로벌우주테크&방산,1.07,3.6420992362193405,탈락,"PEG영익>1,fPER>30",비지배괴리,2026-08-24
CCL,Carnival Corporation,25.72,1370.0,27310.0,35240.0,26.69,11.73,11.77,2.33,2.02,11.02,0.94,-12.06,FY 2026,FY 2025,27640.0,4290.0,3050.0,3069.1135303265946,2.24,2.64,8.214452214452214,11.482142857142856,2.9966141456582713,,3.112917505984945,1.3799803151347405,,0.6429999999999998,17.85714285714286,eps,15.52098408104197,16.378662659654395,3.831705484598036,-1.6055045871559592,35.55,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Carnival Corp Ltd,1,글로벌소비트렌드,1.02,,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
BWXT,BWX Technologies,156.0,91.62,3510.0,14360.0,28.29,10.78,7.57,0.69,1.51,31.17,2.51,-4.15,FY 2026,FY 2025,3810.0,518.82,399.04,436.32307692307694,4.74,5.25,27.67819282217339,32.91139240506329,1.7264992737082379,0.6247483522241524,2.2597161323428043,2.2821131973411792,,3.0588235294117676,10.759493670886066,eps,13.61732283464567,10.6190625,19.062500000000004,52.67943850975547,234.45,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,BWX Technologies Inc,1,글로벌우주테크&방산,1.0,0.6247483522241524,탈락,"PEG매출>1,fPER>30",,2026-08-24
